message,label
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",nonspam
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",nonspam
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,nonspam
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam
Dunno lei he neva say...,nonspam
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,nonspam
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,nonspam
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",nonspam
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",nonspam
"If i let you do this, i want you in the house by 8am.",nonspam
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",nonspam
I will reach before ten morning,nonspam
Your pussy is perfect!,nonspam
"Sorry, I'll call later",nonspam
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
No message..no responce..what happend?,nonspam
Also where's the piece,nonspam
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",nonspam
Boo. How's things? I'm back at home and a little bored already :-(,nonspam
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,nonspam
PICK UR FONE UP NOW U DUMB?,nonspam
"Thanks da thangam, i feel very very happy dear. I also miss you da.",nonspam
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",nonspam
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,nonspam
"Babe, I'm back ... Come back to me ...",nonspam
Well you told others you'd marry them...,nonspam
Neshanth..tel me who r u?,nonspam
YO YO YO BYATCH WHASSUP?,nonspam
Oh... Kay... On sat right?,nonspam
Hi! This is Roger from CL. How are you?,nonspam
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam
Oh oh... Wasted... Den muz chiong on sat n sun liao...,nonspam
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,nonspam
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,nonspam
I'm meeting Darren...,nonspam
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",nonspam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",nonspam
Dear where you will be when i reach there,nonspam
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),nonspam
Ok... Thanx... Gd nite 2 ü too...,nonspam
"Come to me right now, Ahmad",nonspam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,nonspam
O was not into fps then.,nonspam
Huh means computational science... Y they like dat one push here n there...,nonspam
"Could you not read me, my Love ? I answered you",nonspam
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,nonspam
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",nonspam
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
Oic... Then better quickly go bathe n settle down...,nonspam
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,nonspam
A bloo bloo bloo I'll miss the first bowl,nonspam
Lmao but its so fun...,nonspam
Oh k k:)but he is not a big hitter.anyway good,nonspam
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,nonspam
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam
Do you think i can move  &lt;#&gt;  in a week,nonspam
She.s find. I sent you an offline message to know how anjola's now.,nonspam
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam
How was txting and driving,nonspam
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,nonspam
Really dun bluff me leh... U sleep early too. Nite...,nonspam
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",nonspam
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,nonspam
Oh ya ya. I remember da. .,nonspam
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,nonspam
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam
I not busy juz dun wan 2 go so early.. Hee.. ,nonspam
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,nonspam
"Great. I'm in church now, will holla when i get out",nonspam
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,nonspam
I donno if they are scorable,nonspam
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,nonspam
"Yes but i dont care! I need you bad, princess!",nonspam
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",nonspam
"Sorry, I'll call later",nonspam
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,nonspam
Do u knw dis no. &lt;#&gt; ?,nonspam
Then she dun believe wat?,nonspam
K..give back my thanks.,nonspam
I know complain num only..bettr directly go to bsnl offc nd apply for it..,nonspam
Okay. I've seen it. So i should pick it on friday?,nonspam
How much she payed. Suganya.,nonspam
Left dessert. U wan me 2 go suntec look 4 u?,nonspam
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",nonspam
Onum ela pa. Normal than.,nonspam
K.k..how is your sister kids?,nonspam
"Cool, I'll text you when I'm on the way",nonspam
Nope. Meanwhile she talk say make i greet you.,nonspam
i cant talk to you now.i will call when i can.dont keep calling.,nonspam
Anything lar...,nonspam
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",nonspam
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",nonspam
They will pick up and drop in car.so no problem..,nonspam
S.i think he is waste for rr..,nonspam
He is world famamus....,nonspam
Is there coming friday is leave for pongal?do you get any news from your work place.,nonspam
Lol well don't do it without me. We could have a big sale together.,nonspam
* Am on my way,nonspam
Eat at old airport road... But now 630 oredi... Got a lot of pple...,nonspam
"sry can't talk on phone, with parents",nonspam
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
Ok lor wat time ü finish?,nonspam
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",nonspam
Mm i am on the way to railway,nonspam
i dnt wnt to tlk wid u,nonspam
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",nonspam
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,nonspam
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",spam
K.:)do it at evening da:)urgent:),nonspam
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,nonspam
Mm have some kanji dont eat anything heavy ok,nonspam
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,nonspam
Lol that's different. I don't go trying to find every real life photo you ever took.,nonspam
I dont thnk its a wrong calling between us,nonspam
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,nonspam
Aiyah e rain like quite big leh. If drizzling i can at least run home.,nonspam
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,nonspam
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,nonspam
"Greetings me, ! Consider yourself excused.",nonspam
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,nonspam
they released another Italian one today and it has a cosign option,nonspam
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",nonspam
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,nonspam
Dai what this da.. Can i send my resume to this id.,nonspam
"I know where the  &lt;#&gt;  is, I'll be there around 5",nonspam
Yup i've finished c ü there...,nonspam
Remember to ask alex about his pizza,nonspam
No da..today also i forgot..,nonspam
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",nonspam
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,nonspam
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",nonspam
Congrats kano..whr s the treat maga?,nonspam
Who u talking about?,nonspam
Yup...,nonspam
Ok...,nonspam
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",nonspam
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,nonspam
Er yep sure. Props?,nonspam
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",nonspam
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,nonspam
Bognor it is! Should be splendid at this time of year.,nonspam
Yes.i'm in office da:),nonspam
"Sorry, I'll call later",nonspam
Joy's father is John. Then John is the NAME of Joy's father. Mandan,nonspam
Ok. I only ask abt e movie. U wan ktv oso?,nonspam
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,nonspam
"Sorry, I'll call later",nonspam
Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,nonspam
"Sorry, I'll call later",nonspam
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",nonspam
Do u noe how 2 send files between 2 computers?,nonspam
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",nonspam
jay says he'll put in  &lt;#&gt;,nonspam
Can you just come in for a sec? There's somebody here I want you to see,nonspam
So the sun is anti sleep medicine.,nonspam
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,nonspam
Yup ok...,nonspam
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,nonspam
Ok enjoy . R u there in home.,nonspam
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",nonspam
You do what all you like,nonspam
That's y we haf to combine n c how lor...,nonspam
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,nonspam
Hmmm:)how many players selected?,nonspam
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",nonspam
I dont. Can you send it to me. Plus how's mode.,nonspam
Aiyo please ü got time meh.,nonspam
Package all your programs well,nonspam
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",nonspam
So are you guys asking that i get that slippers again or its gone with last year,nonspam
Company is very good.environment is terrific and food is really nice:),nonspam
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,nonspam
Yup but not studying surfing lor. I'm in e lazy mode today.,nonspam
Please sen :)my kind advice :-)please come here and try:-),nonspam
I'm done. C ü there.,nonspam
"Oh fine, I'll be by tonight",nonspam
Ü give me some time to walk there.,nonspam
I'll reach in ard 20 mins ok...,nonspam
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
Fuck babe ... What happened to you ? How come you never came back?,nonspam
This message is brought to you by GMW Ltd. and is not connected to the,spam
"Some friends want me to drive em someplace, probably take a while",nonspam
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,nonspam
Are you still getting the goods.,nonspam
And maybe some pressies,nonspam
"Yeah I am, so I'll leave maybe 7ish?",nonspam
K..k..i'm also fine:)when will you complete the course?,nonspam
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",nonspam
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,nonspam
You in your room? I need a few,nonspam
I dont want to hear anything,nonspam
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,nonspam
Ultimately tor motive tui achieve korli.,nonspam
From 5 to 2 only my work timing.,nonspam
… and don‘t worry we‘ll have finished by march … ish!,nonspam
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",nonspam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam
Now thats going to ruin your thesis!,nonspam
In sch but neva mind u eat 1st lor..,nonspam
Hey whats up? U sleeping all morning?,nonspam
Erm. I thought the contract ran out the4th of october.,nonspam
I dunno until when... Lets go learn pilates...,nonspam
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
Yup i'm elaborating on the safety aspects and some other issues..,nonspam
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam
"Goodmorning, today i am late for 1hr.",nonspam
Hi happy birthday. Hi hi hi hi hi hi hi,nonspam
I will be outside office take all from there,nonspam
If you don't respond imma assume you're still asleep and imma start calling n shit,nonspam
"Aight, see you in a bit",nonspam
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),nonspam
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,nonspam
Still work going on:)it is very small house.,nonspam
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",nonspam
Tmr timin still da same wat cos i got lesson until 6...,nonspam
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",nonspam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,nonspam
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",nonspam
Okie... Thanx...,nonspam
"Gosh that , what a pain. Spose I better come then.",nonspam
"As usual..iam fine, happy &amp; doing well..:)",nonspam
Okie,nonspam
So when you gonna get rimac access ,nonspam
Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,nonspam
You call times job today ok umma and ask them to speed up,nonspam
HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,nonspam
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,nonspam
:-) yeah! Lol. Luckily i didn't have a starring role like you!,nonspam
Hello madam how are you ?,nonspam
"Awesome, text me when you're restocked",nonspam
"As usual..iam fine, happy &amp; doing well..:)",nonspam
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam
Yes. It's all innocent fun. O:-),nonspam
Thanks for sending this mental ability question..,nonspam
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",nonspam
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,nonspam
I went to ur hon lab but no one is there.,nonspam
I cant pick the phone right now. Pls send a message,nonspam
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,nonspam
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
How come?,nonspam
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,nonspam
Ok lor...,nonspam
I'm coming home 4 dinner.,nonspam
S da..al r above  &lt;#&gt;,nonspam
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",spam
Unni thank you dear for the recharge..Rakhesh,nonspam
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,nonspam
Haha... They cant what... At the most tmr forfeit... haha so how?,nonspam
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",nonspam
No way I'm going back there!,nonspam
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
I WILL CAL YOU SIR. In meeting,nonspam
"That's what I love to hear :V see you sundayish, then",nonspam
"Sorry da thangam, very very sorry i am held up with prasad.",nonspam
Tiwary to rcb.battle between bang and kochi.,nonspam
Thank god they are in bed!,nonspam
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,nonspam
Am in gobi arts college,nonspam
Why she wants to talk to me,nonspam
Pandy joined 4w technologies today.he got job..,nonspam
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
"They can try! They can get lost, in fact. Tee hee",nonspam
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,nonspam
My friends use to call the same.,nonspam
"Sorry, I'll call later",nonspam
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",nonspam
"It,,s a taxt massage....tie-pos argh ok! Lool!",nonspam
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",nonspam
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",nonspam
Do you like shaking your booty on the dance floor?,nonspam
"Text me when you get off, don't call, my phones having problems",nonspam
No need for the drug anymore.,nonspam
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,nonspam
Its sarcasm.. .nt scarcasim,nonspam
Great! I have to run now so ttyl!,nonspam
Feel like trying kadeem again? :V,nonspam
Dai  &lt;#&gt;  naal eruku.,nonspam
Not yet chikku..wat abt u?,nonspam
Ok...,nonspam
Want to finally have lunch today?,nonspam
Do you know when dad will be back?,nonspam
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam
He remains a bro amongst bros,nonspam
R u meeting da ge at nite tmr?,nonspam
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nonspam
Why de. You looking good only:-)..,nonspam
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,spam
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,nonspam
"That's cool, I'll come by like  &lt;#&gt; ish",nonspam
Super msg da:)nalla timing.,nonspam
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",nonspam
I am 6 ft. We will be a good combination!,nonspam
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,nonspam
* Am on a train back from northampton so i'm afraid not!,nonspam
Where in abj are you serving. Are you staying with dad or alone.,nonspam
Was playng 9 doors game and gt racing on phone lol,nonspam
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",nonspam
I'm on da bus going home...,nonspam
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,nonspam
I'm okay. Chasing the dream. What's good. What are you doing next.,nonspam
Yupz... I've oredi booked slots 4 my weekends liao... ,nonspam
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,nonspam
Okie,nonspam
Yes I know the cheesy songs from frosty the snowman :),nonspam
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",nonspam
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam
Hey tmr meet at bugis 930 ?,nonspam
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nonspam
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,nonspam
And whenever you and i see we can still hook up too.,nonspam
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nonspam
Can you use foreign stamps for whatever you send them off for? ,nonspam
FROM 88066 LOST £12 HELP,spam
Oh baby of the house. How come you dont have any new pictures on facebook,nonspam
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",nonspam
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",nonspam
"Omw back to tampa from west palm, you hear what happened?",nonspam
Yup no more already... Thanx 4 printing n handing it up.,nonspam
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,nonspam
S now only i took tablets . Reaction morning only.,nonspam
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
"Nah, I'm a perpetual DD",nonspam
Sorry de i went to shop.,nonspam
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",nonspam
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,nonspam
Nope i'm not drivin... I neva develop da photos lei...,nonspam
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,nonspam
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,nonspam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",nonspam
Okie.. Thanx..,nonspam
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
Go where n buy? Juz buy when we get there lar.,nonspam
Ok lor...,nonspam
I'm working technical support :)voice process.,nonspam
It's justbeen overa week since we broke up and already our brains are going to mush!,nonspam
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",nonspam
Nope... C ü then...,nonspam
No. But we'll do medical missions to nigeria,nonspam
No i am not having not any movies in my laptop,nonspam
Whatsup there. Dont u want to sleep,nonspam
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam
